sin,cos,sin2x,cos2x,3sinx,3cosx,sin_7,cos_7,sin2x_7,cos2x_7,3sinx_7,3cosx_7,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
0,1,0,0,0,0,0,0,0,0,0,0,-0.418385557,3.863322317,-2.53545021,2.91135057,1.784629128,-2.810403454,1.29223181,2.885692233,3.380169608,-0.860399977,-1.526185229,6.699483147,2.790682019,0.611513112,-1.017877713,-2.723673725,-1.875771124,-0.297220855,-0.0401367754,-3.156169492,-0.479822732,0.165343029,0.851835617,3.185515404,2.892129084,2.179868313,0.140621311,-0.37791704,-0.0451599985,1.139184216,-5.798381378,-1.585366773,-2.4384099,-2.240870141,-2.16862286,-1.011947936,-1.686362631,0.78944228,-3.478454498,0.437249362,0.473776895,3.260552444,-2.575129023,6.110762574,2.205688937,-0.644227861,-3.930167848,-3.019077449,-0.678620752,-0.343459692,0.0113649625,-1.787642736,4.660647803,4.003534503,1.924977326,1.385409229,-2.705618456,-5.876775218,-3.174046827,-0.900287939,1.318343711,4.86574194,3.237502678
0,1,0,0,0,0,0,0,0,0,0,0,1.521967531,1.758681229,0.67560312,-2.276719995,3.561216189,3.811590764,2.188664393,-0.0463187809,-3.293005799,2.290118438,-0.213777068,3.950346697,3.036461336,1.985648955,-2.160338312,-3.097669857,-4.790255927,3.305675408,0.420888185,-2.134420567,-1.703093153,-0.572923078,-1.103263529,1.591367506,-3.549035929,-4.083734161,-3.524678286,6.518275429,0.935514316,-2.069804408,-1.2625062,-2.072050973,0.984868161,-2.565078848,3.070619046,-0.119401626,-1.11121182,2.741624142,-0.410469881,-1.768276089,-0.0988028648,-7.276680391,0.256026054,-0.189465028,-1.187975357,-1.708974896,-0.768289096,1.350423843,0.24047209,0.778870174,-3.300442815,-0.86436849,-2.093290885,0.136002752,0.847380369,-0.748739266,-0.440115851,5.662802425,2.944276448,2.839331245,-0.185914977,0.212499141,-4.276111908
0,1,0,0,0,0,0,0,0,0,0,0,5.848002218,5.65747229,-1.359095082,-1.864470391,-1.211662789,-0.491474595,-0.649962083,5.20873928,2.581579103,-2.207311577,-4.388668997,1.932052399,2.655745578,-3.634891611,3.285195409,-1.630910584,1.501176921,-0.666147403,-0.966021435,-1.056067113,3.696988954,-2.116719659,-1.4137034,1.444832777,1.438554458,0.17928486,-1.928999665,-1.45436572,-0.365285246,2.382993118,-3.700434614,1.197122082,0.995516166,-2.850067781,-5.318596144,-3.241289783,-3.557281026,-1.279601329,-2.226427545,1.611861709,2.908490044,-3.848928101,0.772385665,0.126899073,2.524931383,2.195528603,-2.385271713,-2.917355648,-4.337469555,-3.297054818,-1.2524092,0.658777846,0.991937551,3.476379944,-0.580261543,-1.16174172,5.087137093,-1.796288009,-0.45954371,1.71462343,2.64512394,3.934846215,-0.689999343
0,1,0,0,0,0,0,0,0,0,0,0,-2.328614993,2.548849038,2.139934934,4.113063912,0.539145636,3.955875309,-0.234180415,0.272812343,3.383856624,-1.881800801,-0.459021624,3.145373966,0.429321991,3.35171283,0.105582555,0.65729621,-1.233711287,2.125842834,0.502329776,-2.622032032,-5.128748791,-0.206841843,-3.148398225,0.871842806,-1.843677599,-0.625209913,-6.274335306,-0.881481208,2.632874394,-3.607539185,0.261750259,1.907806608,-0.000369439573,-3.124948991,-3.996561481,-1.027061849,0.229865132,0.287261242,-1.694299155,-0.564525166,4.24962973,1.087642877,1.171010651,-3.455897815,-3.043589767,-0.896186446,4.833015677,0.920298242,0.400455675,0.384969845,-3.092900822,-3.298643133,1.548030408,-1.932995946,3.596870642,0.17623208,1.14745304,1.644673296,1.878534091,2.112620826,0.689190287,0.626734121,-0.974984237
0,1,0,0,0,0,0,0,0,0,0,0,-3.617057619,2.632405372,6.057075945,-0.292526135,5.318285159,-1.844631062,-1.123852184,2.443611003,-2.089336883,-1.656263805,-1.701485282,-0.16705364,1.147022256,0.179757067,-0.112152634,-4.292928773,1.857542027,-3.262700767,6.532364707,0.205024125,-3.33218616,4.398930207,-1.909281018,0.558616343,0.581087787,-1.237417453,3.103119015,-1.866175047,-4.152253458,2.43393102,-0.369255081,1.722939911,0.978428578,-2.349343286,-4.853291996,4.501559458,-0.809386055,-2.414941323,-0.581235483,1.98938677,0.660914208,-5.47089221,-1.083668247,-0.360039769,-1.113125954,-0.890698626,1.504077164,-1.552448356,1.098111,3.521789249,2.269291047,-1.819125518,-0.25301251,-0.386227183,-2.110116562,2.850126692,-1.269932959,2.806635198,-0.464014097,1.266828377,-0.869431027,2.460129822,-2.133887793
0,1,0,0,0,0,0,0,0,0,0,0,-1.028823889,3.349499011,0.896178756,-0.436713461,0.725148188,1.148665873,1.705897703,-2.061759639,2.8009619,-0.0854672868,-1.415020108,-3.949237153,1.537728794,0.71069447,-3.281407584,-0.90661146,-2.491710698,-1.291819983,2.802106583,-0.0994568608,-0.591610951,0.59291269,0.802719364,2.61481909,0.397717836,-1.543024995,-4.023775022,-3.440589543,-0.0495217227,-0.303084266,-0.629768448,-1.099221825,0.17188674,4.071558796,-6.72625926,1.613429963,-0.791490838,-0.39289933,-1.380403144,2.000650665,5.141067,3.780893641,0.433154157,2.351158436,0.768883914,-5.30893851,-0.30113891,-5.389720281,-2.708392655,1.366422416,-3.474188197,-2.08840336,-2.435474606,0.295580866,0.879268773,-0.969619255,2.293307563,-0.484672323,1.272545677,0.594383471,1.607420155,1.362356541,4.272033381
0,1,0,0,0,0,0,0,0,0,0,0,-3.162904325,-1.198106339,1.953654918,4.772471614,-0.390350705,-5.323638796,0.373185895,-0.241488629,-3.742759683,1.748685481,4.166595023,3.263763013,-0.717984397,-2.719244828,-6.497255901,0.556658771,-5.649208905,-0.024147382,1.75086261,-2.927572477,2.89464017,-0.544299109,0.369024678,-0.134470697,-3.810815386,0.47033803,-2.563542064,0.581160344,-3.506629286,-0.0465895564,-0.571562424,-1.632654558,-0.770958638,-0.00712920851,0.362010487,-2.021334649,3.503978595,-8.635894046,-2.839603302,-0.420342457,-3.726740407,-0.220987615,-1.001745859,0.449759682,3.310224931,1.690365182,-3.853770264,-0.477803745,-0.214691749,2.062884723,-0.634728429,-2.786361803,0.0994250364,-0.0412231898,-2.856865274,1.094391152,1.522566329,3.506939274,-4.346774553,1.952205639,2.680854524,0.26774641,1.048303065
0,1,0,0,0,0,0,0,0,0,0,0,1.42422421,-1.643524255,3.469006522,2.913757057,1.0792642,-0.701713907,2.020453067,1.643198287,-0.955149744,3.178241388,3.436934192,0.775483576,5.272602062,0.143424916,-2.04273028,1.100570108,3.765836693,1.397357042,-2.573061855,4.307226159,0.942477591,3.197199756,-3.25068735,2.898118291,-1.091865407,0.88383923,0.301897153,0.3014188,-4.067312638,-3.618459052,-1.276650297,1.760552995,0.588449556,-3.471057692,0.124619869,-2.752294471,-4.644568454,-3.205562668,-3.742382179,3.602993492,-4.127580042,1.832171199,0.572353611,-3.103897051,-1.683708699,-0.240080664,1.822072818,-1.74757379,0.0779846932,2.675014582,-2.090750484,-2.007143729,3.103348226,-1.683141884,1.215160548,-0.325322296,3.658050618,2.724201617,-1.018863569,0.242250047,2.773711185,-1.518561524,-2.911589153
0,1,0,0,0,0,0,0,0,0,0,0,0.767956186,3.697656177,-1.394432632,4.068356653,-4.662245993,2.838150742,-2.226959008,-5.662074712,0.63020022,3.130515129,1.871209185,4.464966155,-1.983178405,1.138456678,3.735341386,1.613572226,-1.05809739,-2.210598745,1.494920493,-5.351827422,0.757539507,1.436953785,0.448980739,-3.089497601,-3.670105277,0.475824828,-2.863714408,-1.478172225,-3.070299901,-0.180254696,-1.460926237,-1.934042077,-0.37001102,1.732048083,-0.209798055,-1.636689297,0.843746673,-0.481079321,-2.364469831,0.41151715,3.156477626,-0.491777527,-0.815761642,-0.288154938,-2.374821226,-1.68866257,2.325310817,0.439215837,0.834370106,2.445723074,-2.508455881,-2.213663101,1.568003073,-2.942300118,0.902786585,-1.411894643,-1.293789507,-1.496542589,1.065113805,-4.158774942,4.765802923,0.985600084,1.774509962
0,1,0,0,0,0,0,0,0,0,0,0,-1.28318498,3.26372308,-3.057908775,-0.338537978,3.1773886,1.535952582,-1.009156527,0.816976501,-0.0586328559,2.128497718,-2.52338747,2.982531762,-1.492355942,0.53766734,-1.070354083,5.462461575,-0.184654731,-1.282144816,2.610758495,-1.494171675,-1.496129729,-1.084992541,-1.721647928,2.632572849,-2.572474817,0.848916223,-0.727402517,0.0558624348,0.829728636,3.511851813,-2.626611302,-2.788503085,2.229533279,0.983653603,-0.415561289,-3.344425762,-0.521335943,-3.966565793,-3.036190574,-2.350352311,-0.535666591,4.28110474,-1.79933436,3.047815495,2.45698332,0.904806725,4.781772628,-1.921463814,4.211470553,2.500087496,4.8477233,-0.881829405,-0.419031004,-0.156032655,0.317147323,-1.667979555,-1.956467467,2.823840575,-2.819228295,-1.497111681,3.443187065,1.271060869,0.263724114
0,1,0,0,0,0,0,0,0,0,0,0,2.42453719,-1.055520737,0.890081492,5.05827251,-0.508253554,3.784376539,3.257949327,-1.059608593,1.571092305,2.09884135,-2.579879802,2.582960413,0.436126819,1.458874993,-1.976655664,-1.394769103,-1.717503503,-3.092390367,-5.928856534,1.772335113,-8.376430059,-1.844562165,-3.787840672,-0.753310258,-0.294701998,-0.141660989,-2.700615589,-2.14278672,-4.022403151,1.393433663,3.197814787,-3.490639355,1.808224495,0.442089467,-5.8819188,0.339777548,-2.749942951,-2.22623263,0.803151827,0.331747406,-3.578066847,-1.6440297,-0.737873651,-5.512308176,1.215301946,2.14309005,3.920439842,1.16796118,1.807664973,-2.894755547,-2.773566729,-0.547369863,2.609650016,4.309430828,2.653671907,0.739822199,2.675050539,0.222481294,0.339041759,4.10944854,0.269020127,1.100323677,-1.554796499
0,1,0,0,0,0,0,0,0,0,0,0,-2.589127815,0.727328458,-1.189015417,-0.163384246,-1.604995259,2.081802264,1.5870967,-0.357695736,1.094011096,-0.0265869531,1.270371059,-0.413627162,0.567118277,-2.811082699,-0.716736776,1.466695011,-0.945821953,6.631185287,0.449444342,3.884180555,-4.475518354,-2.150644584,-3.87284445,3.392134579,-2.488815783,-1.833034893,-0.515105731,-2.24583403,1.912719603,-1.964975524,2.252746185,2.041466048,-2.470906571,-0.739181713,2.059074911,-1.838031676,-3.216132285,-3.544572066,-1.789252196,-1.91167474,-1.075126812,-1.250099405,0.486034199,-0.982551152,0.56025512,3.841017337,-4.357652784,-1.385768128,-0.0627326166,2.239782719,-0.374471471,-1.301644463,1.661474141,3.227352436,-1.811489637,1.841275138,-5.909773473,-3.772961177,0.173903344,-3.266248266,1.637796991,1.049375331,2.191035546
0,1,0,0,0,0,0,0,0,0,0,0,0.364712067,0.95921801,4.364339574,1.254121357,-0.305343623,-2.243063274,4.500749848,1.268730291,2.874354805,-0.880627131,-4.393848694,2.662549275,-2.358790725,-5.39614408,1.929024004,-3.977141225,3.420272457,-2.047589692,6.389283749,-2.9616014,-0.230024437,-1.90802592,-3.092979539,-3.721580402,-3.388450244,-1.65544755,-1.019098743,-0.308919198,-0.329935467,0.833475469,2.443006694,2.064638419,-2.951068559,-2.100008793,-3.218656237,-7.152700292,-5.470873846,-0.105524529,0.972169952,-0.412059971,-1.586622307,0.104198147,3.890032414,0.00413838829,1.527328823,2.44700225,-2.055619649,-3.545607627,-2.639570523,5.34883524,-0.997609257,-4.408170712,2.963961677,1.112157606,-3.471557645,-3.096310446,1.126515859,2.335762244,-0.694823729,5.042041608,2.40826368,0.441773829,-1.284377112
0,1,0,0,0,0,0,0,0,0,0,0,1.666626551,2.455666728,4.576978153,-1.193649869,0.105965611,1.958136119,3.486419373,5.416993564,-2.260669942,0.419748281,0.293557873,-0.536896559,-2.847865977,0.0326176401,-1.780959187,2.428274023,2.725213868,-0.642533089,-2.666553847,-1.854949444,-0.412091981,-4.92572556,0.688223112,-1.727350551,-5.640307774,-0.940399346,2.199844704,-5.538124494,-3.028105609,-2.600542732,0.105035459,-1.022940094,-1.620344746,-2.244050152,0.0637102377,2.486696774,-3.806460629,-0.448462059,0.923920088,-1.560975707,-1.518787044,1.570102783,0.384847008,-1.968441343,3.64408401,-1.614487393,2.681811692,3.417484414,-1.608749617,2.766273453,1.544636967,4.873068582,2.249046707,2.920318506,4.034528385,-1.159990623,-2.747730336,5.510456618,0.999204574,0.096412384,-2.025738342,2.432956561,0.931242908
0,1,0,0,0,0,0,0,0,0,0,0,0.457330627,1.856175494,-0.719486811,1.349505934,-0.825513741,0.771771327,0.808604357,-2.250982286,-0.544441976,1.972499569,-1.394224876,1.133905919,-1.481324895,-2.536695469,-5.827293968,-1.219156523,-1.827213537,-4.488464473,-2.982095157,4.166580939,2.442850776,-1.565953982,-4.347204339,-3.178627562,-1.535038854,-3.381607054,-3.076437185,2.864378177,1.831513265,-1.417756183,-3.434873177,-1.733517589,-2.156089452,-3.316850831,0.406421061,-0.469490147,-6.079810704,-0.0690365537,-1.631952106,-0.314109758,0.40283745,2.847331669,-3.538134429,1.812651803,-0.983756818,2.081210012,-0.474790999,-7.469156535,1.057153252,-1.150463062,-2.574516329,-3.760336813,0.26067264,0.139275316,8.915598503,2.287097464,-3.195888642,2.077692183,0.89146788,-0.686245954,3.449386081,2.856619535,-0.845118514
0,1,0,0,0,0,0,0,0,0,0,0,1.206737222,-2.689294652,4.210186403,0.224785622,-4.119613311,5.400597301,2.149523577,-0.0599382566,4.25263178,-0.873547249,1.461191734,0.291700273,-0.564059974,-0.0108816551,-1.654093944,2.00776918,1.161475397,-2.833208941,3.155161208,0.554936959,0.910354057,-2.850648413,-3.155173485,-0.514972606,2.850918704,-1.453297343,2.078773886,0.842420914,-2.388340801,1.800676073,-2.390320726,0.50675392,-3.905511737,-2.974784355,-0.455828922,1.216515351,-1.642219189,-1.057204705,-5.927688524,2.771654258,-0.273616407,2.129433538,-0.155252454,-0.690432121,-0.563760496,-0.640559689,3.739472267,0.219645557,1.836131076,2.520316839,-0.424198098,3.400687185,1.246747801,1.209258001,-0.580322894,-1.023050215,3.773003129,-0.203826984,-1.143906638,1.49548275,-0.60414264,3.10950859,-3.390190911
0,1,0,0,0,0,0,0,0,0,0,0,-0.0991473245,3.388741469,-2.325276454,2.121815766,-1.101946211,2.208308333,0.639099305,-0.654057425,1.850735734,4.820919154,-2.502172157,1.269492184,0.303881501,1.176925416,2.965353526,6.983448409,-1.011505712,-0.0123824422,-4.088933239,-2.713707977,1.63017182,9.161361816,-0.954373442,0.808458755,2.630122972,-0.1707746,-1.350737257,-1.740190045,-1.898166999,-0.858634806,-1.229107913,-2.495767213,-3.617538384,-6.527896867,0.862026275,-1.600078123,-0.186793885,-3.39124612,1.210656435,2.876773681,-3.189399248,-3.025307373,0.469921396,3.474002298,-1.615490684,-4.611024668,-2.057516479,-4.703291903,3.195157661,-2.21293888,4.125988343,3.669836847,2.338109485,0.287357788,1.458816062,1.922271329,3.161149555,-2.023137693,0.755214642,-0.0216554965,4.955676448,0.928772604,-0.457335872
0,1,0,0,0,0,0,0,0,0,0,0,-0.476636268,1.236628408,1.949908485,-1.929219882,0.740141843,3.352982911,0.0630573243,-0.374327894,1.338161818,4.580281835,0.0712578432,6.34384532,-2.903271958,-3.365347566,3.520678323,-2.012125109,-0.724625297,-2.218208705,-1.388298603,0.394184243,0.603699125,-4.36527613,-6.39221439,-4.651492956,-1.295699468,-0.529495823,2.157517794,-2.917733774,-0.142103236,1.207845229,-0.573675992,-1.930513089,3.878073066,0.645791855,-0.650293771,-2.259693511,-0.139612795,-1.072989878,-0.281492157,1.634821732,-2.407359153,0.815341914,1.254661581,-0.289165658,-0.329571529,-1.445961217,-1.119925667,-2.140648221,-0.889879881,4.19846161,-1.577738951,-0.82419011,-0.0303780339,1.177807489,2.036966284,2.786080155,-1.824587592,0.999007902,3.469223507,3.917665325,5.145366207,-0.299209403,0.495098934
0,1,0,0,0,0,0,0,0,0,0,0,0.307944425,1.493936599,1.128031304,-1.937014874,-1.53455485,2.10420581,-1.57644214,1.592342461,0.667283987,2.582369894,-3.977142332,0.091784637,-1.413076109,-4.230890727,3.073008848,-0.779353463,-1.248447206,0.678627063,0.676451814,-4.296469404,-1.306206476,-1.061379566,-2.357950173,-3.884126659,0.39916391,-1.633363678,-1.601957481,-0.0844068137,-1.154776557,-1.966297539,-0.118662392,-1.326931628,2.353010501,-2.895817596,0.243862686,-2.392988344,-2.642150481,-5.117726483,-0.308457498,0.0720964821,0.801195914,-0.685862129,-2.178474301,2.629534902,-1.969164881,-3.651126577,0.869690012,1.302918502,0.559092952,-4.533323307,2.768660136,-2.667376858,-1.582211722,-1.46017703,2.581960641,-1.89517815,-3.11457569,-0.994364391,3.177283625,-2.035488205,0.0531440914,5.016167949,2.04433271
0,1,0,0,0,0,0,0,0,0,0,0,1.039051643,1.762523064,0.911822997,-1.369656128,-0.529021218,-0.235401074,2.419011746,2.697016621,4.334819383,1.929035572,0.70730593,-0.553396556,-0.830469812,-2.156755568,1.344610269,4.496745513,-1.327921854,2.617606962,-1.087408751,-4.259300825,0.744444009,-2.269953644,4.473939849,4.417649983,-1.276587754,-0.634604808,3.326304581,4.585707551,3.267647927,-2.325183808,-3.001523249,-2.130896357,0.316906894,-0.587706669,-2.981485053,-6.961226676,-1.411494795,-2.569423715,4.317540258,-2.90577479,4.220785568,-1.041877568,-2.539503915,-2.720151362,-2.248843849,4.931688701,0.541500906,1.072564581,2.477694238,0.968870706,-0.517704245,3.891568727,2.554026657,2.177435824,-1.330273092,2.369890522,-3.242885106,-1.621670578,-2.103177808,-4.325518014,-2.13641075,0.560962828,2.61340684
